Reviews,Ratings,Food,Service,Ambience,Dates
Excellent food and service. Great place to go for an old school Vegas feel. You can easily picture the Rat pack. various mobsters and Elvis in this place. It’s pricey but worth it.,5,5,5,5,September 23 2024
The service and food was great. Best steak ive had in las vegas. The banana foster was super good. Highly recommend,5,5,5,5,September 22 2024
Quality Steaks and awesome Banana Foster table side dessert. We will definitely be back!!  Thank you Golden Steer!!!!,5,5,5,5,September 22 2024
Best restaurant in Vegas!!! Service unbelievable and food was outstanding!!,5,5,5,5,September 21 2024
It was an amazing dinner experience. They put us in a separate room and we were treated so well. Great teamwork. The filets and lobster tails were FABULOUS. CAN'T WAIT TO COME BACK!!!,5,5,5,5,September 20 2024
Unique establishment! Amazing steaks with great sides.,5,5,5,5,September 20 2024
By far an amazing experience and to learn about the history of the restaurant. The service was top notch and highly recommend.,5,5,5,5,September 20 2024
"Great service by friendly. and seemingly happy waitstaff. Food is great as expected. Pricey. but it's Las Vegas. A little noisy with ""Old School"" vibe.  Lobster. Ceasar. Sides and Desert were great as advertised.  Only thing that seemed out of place pricewise was $20.00 for a well cocktail.",5,5,5,3,September 20 2024
The food was so good and the service was great as well. The table side Caesar salad really filled us up.,5,5,5,5,September 20 2024
Great food great service and amazing atmosphere! .,5,5,5,5,September 20 2024
We booked in to celebrate my 40th birthday. They had a note on the reservation of it. and all the waiters knew and wished myself a happy birthday when walking to the table. The food was perfect as you would expect from the reviews,5,5,5,5,September 19 2024
Perhaps my expectations were too high when I made my reservation here.  The service was impeccable although the noice level made it difficult for me. at times. to understand the wait staff.   The food was ok. but not special. as I had expected.  Next time I would avoid the garlic butter topping on my 12oz filet.  To me. it seemed to detract from the taste of the meat.   I can now remove the Golden Steer from my bucket list.,4,3,5,4,September 19 2024
"I chose this restaurant due to all the Las Vegas influencers posting about the giant lobster tails & ribeye steak. While I did find the lobster was tasty. I should have gone with the ribeye instead of the filet.  We asked for the filet well done. and if they were not able to do this for us. the server should have told us it was not possible. We didn't mention the under-done filet because no one ever came to check on us until everyone was done eating. The members of our party that had the ribeye thought it was tasty & prepared medium rare when we were offered it at ""medium rare plus"". Again. we did not see our server until the entrees were eaten.  They were extremely busy & at least our waters were kept full.",4,4,5,3,September 19 2024
Awesome experience from the food to the service & presentation.,5,5,5,5,September 19 2024
Great experience. great food. great service. Make your reservation way in advance!!!!!,5,5,5,5,September 19 2024
Fantastic environment . great staff and I highly recommend.,5,5,5,5,September 19 2024
Great service and good food!! Would go back for sure!,5,5,5,5,September 18 2024
Great service Staff was very attentive. Water glass was always full. Exterior of building could use a little love. while interior was beyond expectations. Food was amazing. The table side Caesar salad presentation was informative and enjoyable.   Well worth the cost.,5,5,5,5,September 18 2024
Wonderful experience at the Golden Steer! Booked a reservation for my husbands birthday 4 months prior and were sat promptly. The hostess was very welcoming and wished my husband a happy birthday. Our servers were very professional and accommodating. We ordered two cocktails and they were both delicious. Our appetizers were the escargot and crab cocktail. both were so good. The Caesar salad was made right at our table and it was the best Caesar I’ve ever had. I will definitely be making my own soon. We shared the dinner for two and couldn’t finish it was so much food. We ended up getting desert and they brought out a cheesecake with a candle for my husband without being asked. Overall a wonderful evening!,5,5,5,5,September 18 2024
The Golden steer steakhouse never disappoints! We ordered the table side. Caesar salad. which is phenomenal. We had a perfectly cooked medium fillet with a petite lobster tail that was big enough for two people to share and cooked to perfection.  We finished the evening with the table side Bananas Foster! Yummy! The staff is so attentive. combine that with the ambience. Perfect.,5,5,5,5,September 18 2024
The food and service was awesome!!! Will be coming back in DeDecember with my sister in law. Would really like a both again. Thanks,5,5,5,5,September 18 2024
Service was outstanding and the food was phenomenal. Highly recommend the table side Caesar salad for the experience. The steak. lobster. and crab legs were a must.,5,5,5,5,September 17 2024
All the food from apps to desert was amazing. We had steaks. lobsters. meatballs. king crabs. sides and banana Foster was best ever!  Will go again,5,5,5,5,September 17 2024
Great food Caesar salad was lovely and the steak was delicious,5,5,5,5,September 17 2024
We waited 5mos for a table and it was semi worth it. The bone marrow was delicious (first time ever had it) the steak and lobster were average definitely not worth $530 for two.,5,3,5,5,September 17 2024
We lucked out and found a reservation for the next day (must have been a cancellation). 2nd time here and again an amazing dinner. Love the ambiance. service was fantastic and the food amazing. I know it’s hard to get a reservation here. but plan way ahead and grab one. because you won’t regret it!,5,5,5,5,September 17 2024
Start to finish was a very enjoyable experience Thank you,5,5,5,5,September 17 2024
Excellent experienced!!  I will do it again !!!!!!,5,5,5,5,September 16 2024
Outstanding service and great food!!!! It was my 2nd time to visit and they always deliver!  It’s hard to get a reservation however be patient and get on the waitlist. We will be back!,5,5,5,5,September 16 2024
The entire staff was very friendly. The food was good. priced reqsonably for a high end strakhouse. There were many open tables when we arrived. They are great marketers woth creatong a demand with obtaining a reservation. At leasr I can say I ate there once.,4,5,5,4,September 16 2024
Everything was literal perfection. The food. the service. one person in our group even forgot their to go bag and our server james ran out of the restaurant to give it to him. Golden Steer is the pinnacle of dining.,5,5,5,5,September 16 2024
The whole restaurant is over hyped.  Food had no seasoning.  Lobster tail was dry and overcooked.  Steak was tough.   Terrible.,2,1,4,3,September 16 2024
The whole experience was wonderful! Elvis Presley booth,5,5,5,5,September 16 2024
Great experience food was amazing will be going back for special occasions 🔥☝🏾,5,5,5,5,September 16 2024
Ricardo and Corey plus staff made the night unforgettable.  They explained everything to detail and did not disappoint.,5,5,5,5,September 15 2024
Celebrated my grandson‘s 21st birthday with a group of 12! Had to plan far in advance. and don’t regret one thing. Service is outstanding. The stories about the history of the building are fun. The food was amazing. Had the salad and the dessert both prepared at the table a memorable event for sure we will return for my next grandchild 21st birthday if you haven’t been there. you need to go but plan ahead.,5,5,5,5,September 15 2024
Food and service was incredible! We already have made another reservation for DeDecember.,5,5,5,5,September 15 2024
Food was SO good!! Service was EXCELLENT!! Will definitely go back.,5,5,5,5,September 15 2024
The best service in Las Vegas  ￼ can’t wait to return to Golden Steer the staff of amazing the food was amazing one of the top 10 places in Las Vegas,5,5,5,5,September 14 2024
Great food! Love the history! The Caesar salad was sooo delicious!,4,4,5,5,September 14 2024
The service was exceptional. they were on their game!,5,5,5,5,September 14 2024
Loved our dinner at the Golden Steer. Food was great and the service was incredible.,5,5,5,5,September 14 2024
The food wasn’t bad. not great and definitely not worth having to make reservations so far in advance. If you want to spend money just to spend money go there. There is many better place out there for sure. Very overrated. And the service is very mediocre.,3,4,1,3,September 13 2024
Food was very good!! Overpriced but worth it. Had to wait 25 min even though we had a reservation. they made up for the inconvenience by giving us a free app.  Old school Vegas ambiance,4,5,5,4,September 13 2024
Oysters were not good. Very fatty.  Steak and lobster was good.  Little noisy.  Service was great!!,4,4,5,5,September 13 2024
Golden Steer never disappointed me. Fantastic wait and service staff. I took my team to dinner and they want me to book our reservation for next year already.,5,5,5,5,September 13 2024
What can be said that hasn’t already been said? Unbelievable food. superb service (Justen was the best server we’ve ever had). and an unparalleled ambiance. An absolute must. Lived up to. and surpassed. the hype.,5,5,5,5,September 13 2024
The Filet was top notch! Service was impeccable! Great place with an amazing atmosphere. Wait staff was super friendly and attentive. Not sure you could replicate the experience we had.,5,5,5,5,September 12 2024
Best steak we’ve ever had! Absolutely phenomenal! Only thing less than perfect was the wine we ordered for dinner that came out when we had almost finished eating. But overall GREAT service!,5,5,4,5,September 12 2024
Hands down this place has the best steaks! The ambiance. the food. and the service are all above anywhere that I have been.,5,5,5,5,September 12 2024
Food was fine. I think I as expecting more. Crab legs were barely warm and butter was cool to dip in. Baked potato way over cooked. Steaks were good.,4,3,4,3,September 12 2024
You are thrown back in time in this steakhouse.  Dress code strictly enforced. we saw a man actually confronted and had to remove a ball cap or leave. So that was good!  $120 crab legs were average at best. lobster was huge but dry and overcooked. We also had a steak at our table and it was fantastic. No one asked us how it was… Cocktails were very good and expresso martinis were a good dessert!  In my opinion there were way to many servers and busters and hosts and mob bosses(lol) walking around. It made the whole dining room chaotic . Sadly we probably won’t return.,3,4,5,5,September 12 2024
A special place. Excellent food and service. I have only 2 complaints. 1) It's very expensive. Dinner for 2 cost me $638 after 25% tip. The fillet/lobster tail plate alone was $200! It was delicious but holy moly! No wonder they don't list the price on their menu. 2) Dress code. It was clearly posted on their website and reservation confirmation: smart casual dress. It even said they would deny service to those who don't comply. We were surrounded by people wearing shorts and t-shirts. It's disappointing that some people are so disrespectful. If you're going to set a minimum dress code. enforce it! It's not fair to other diners who treat this as a special place and dining there a special occasion. We waited 4 months for this reservation. We'll be back and I hope other diners will adhere to the dress code next time!,5,5,5,5,September 11 2024
This experience was a 10 out of 10. From start to finish. The ambience of the place is unique and we loved it. The food was insanely delicious. hands down the best lobster we’ve had thus far. Our servers were very friendly and made every bit of the time we spent there enjoyable. Can’t wait to come back!,5,5,5,5,September 11 2024
Servers were wonderful. Food was top notch. Caesar  salad is a must.,5,5,5,5,September 11 2024
Amzaing. hard for a restaurant to live up to its hype but the Golden Steer did! Everything was 5 stars. High high recommend,5,5,5,5,September 11 2024
Amazing food & staff customer service was beyond amazing,5,5,5,5,September 11 2024
We went for our 10th anniversary celebration and it couldn’t have been more perfect from the service to the food was fantastic. This was our 2nd time there for a special occasion and moth were amazing.,5,5,5,5,September 11 2024
Absolutely amazing experience at a Las Vegas classic! What a gem!,5,5,5,5,September 11 2024
The rib-eye was fabulous…lobster was huge and delicious…cream spinach and mushrooms were amazing… Love the ambiance. good vibe…you need to go at least once…I will be back….,5,5,5,5,September 11 2024
Everything was great. We had amazing time. We had the tomahawk for 2. we enjoyed it very much.,5,5,5,5,September 10 2024
As advertised! Food was on point. wait staff was great and the atmosphere was incredible.,5,5,5,5,September 10 2024
Food and staff are always on point!! We make it a dinner stop when in Vegas. Love the history behind restaurant.,5,5,5,5,September 10 2024
My Fiancé and I travels to Las Vegas for a24 hour date just to have dinner at this restaurant. I Love everything about this place the service is always amazing. the food is excellent and the ambiance is exceptional.,5,5,5,5,September 10 2024
Absolutely! Here's a glowing review of The Golden Steer:  I recently had the pleasure of dining at The Golden Steer. and I can't recommend it highly enough. From the moment I walked in. I was greeted with warm. welcoming service that set the tone for a fantastic evening. The ambiance was classic and inviting. with a touch of old-school charm that made me feel right at home.  The star of the show. of course. was the food. The Golden Steer truly excels in delivering a top-notch steakhouse experience. The 24oz rib-eye I ordered was cooked to perfection—tender. juicy. and full of flavor. The sides were equally impressive; the garlic mash the mushrooms were both outstanding.  But it wasn't just the food that made the experience memorable. The attention to detail and the overall atmosphere made it clear that The Golden Steer is a place where guests are genuinely valued. The staff was attentive without being overbearing. and their knowledge of the menu was spot on.  Whether you're a steak aficionado or just looking for a great meal in a classic setting. The Golden Steer is a must-visit. It's a place where you can count on a consistently exceptional dining experience. I can't wait to return!,5,5,5,5,September 10 2024
Service was excellent as well as the food. The place was everything we had read it would be. Felt like we were back in time.  Caesar salad and cherries jubilee table side were delicious. I have a new favorite dessert. Will be back when we go to Vegas again.,5,5,5,5,September 9 2024
The Golden Steer is the best steakhouse we have ever been too. Highly recommend! The food and the staff are A+,5,5,5,5,September 9 2024
A great experience.  While not fancy looking outside its got a real vegas charm inside and a great setting.  Food is really good with the ceaser salad starter made at the table. Steak was amazing and sides and desert too.  But it is very expensive! Would go again but it's not cheap!,5,5,5,5,September 9 2024
Very nice . they were very accommodating after finding out our reservation was was day later .,5,5,5,5,September 9 2024
Whenever I'm going to Las Vegas I'm going to Golden Steer.  I booked my latest reservation on 9/8 the moment I heard I was going to a conference in Vegas.  This is my only true go to in Vegas.  The food. the service. the ambiance. the history... It's got it all.  I'm already craving my next trip!,5,5,5,5,September 9 2024
Our group ordered a variety of dishes including the tomahawk. which was cooked to perfection. no complaints at all. the staff was very professional. Best experience we have had in Vegas.,5,5,5,5,September 9 2024
Amazing service and the food taste amazing . It lived up to all the expectations . I highly recommend trying,5,5,5,4,September 9 2024
Amazing!!!! Top notch!! Food and service is incredible!,5,5,5,5,September 9 2024
The Service. the quality of the food. the Ambience unbeatable!,5,5,5,5,September 9 2024
Pricey. but quite delicious! And the service was impeccable.,5,5,5,5,September 8 2024
Drinks - The best Old Fashioned with 12 Year Whistle Pig. Our waiter was very knowledgeable on whiskeys when I asked for a suggestion for my 2nd round. 5/5  Salad - First time trying the table side salad. I’m not a Caesar salad fan at all. but this salad was very flavorful. I just wish the salad wasn’t drenched in it. Perfect dressing tho. 4/5  Dinner - I had the Prime Rib - English Cut cooked to a medium temperature. I was highly disappointed with it. It was cooked to perfection. but it really was lacking in flavor. I was hoping for a crust of seasoning and there wasn’t any. 2/5 My wife had the Shorthorn 16 oz cooked to a Med-Rare temperature. It was cooked perfectly and had loads of flavor. One of the best steaks she’s had. 5/5  Dessert - Bananas Foster. Made table side and it was delicious. We were also given a free slice of cheesecake because of my birthday. 5/5  Overall a great experience. Waiters constantly checking in and having great conversation.,4,4,5,5,September 8 2024
My husband and I had a spectacular dinner last night. It was his first time here. which was extra special since he was born and raised in Las Vegas. The rib eye was exceptional. We would highly recommend the table side Caesar salad. It was phenomenal. The sommelier recommended an exceptional wine that paired with every portion of our meal. We can not recommend it enough and are already looking forward to our next meal.,5,5,5,5,September 7 2024
Food was excellent and so was the service. Overall very pleased.,5,5,5,5,September 7 2024
Really worth the cost and an awesome experience! A bucket list restaurant.,5,5,5,5,September 7 2024
By far the best steak in Las Vegas,5,5,5,5,September 6 2024
We had an amazing dinner there. The steak was cooked perfectly  and the lobster tail was to die for.  Topped off with the bananas foster. Best meal I've had in my life. Don't hesitate to go there,5,5,5,5,September 6 2024
Staff was so polite and food was on point!  Will be back again!,5,5,5,5,September 6 2024
You come here for an experience. The food and service are outstanding. The French Onion soup is one of the best I have ever had. I had a petite filet and shrimp du jonghe. Oh my!!!  We finished with the table side banana foster. It is incredibly expensive with wine. apps. dinner and dessert. Definitely a special occasion type of place.,5,5,5,5,September 6 2024
Best way to spend your anniversary is at the world famous golden steer,5,5,5,4,September 5 2024
I was expecting to be blown away / it was ok - expensive for the experience- wine is overpriced - herb and rye is much better,4,4,3,4,September 5 2024
Amazing food. The twice baked potato and steak was divine! Wasn’t thrilled with our server Alfredo who looked like he hated his job. Killed the customer service for us. unfortunately.,5,5,2,5,September 5 2024
The service and food are outstanding. Well worth the price.   The parking. unfortunately. is a different story.  We went to an early dinner and still had a bad time finding a spot to park.,5,5,5,5,September 5 2024
The food was absolutely delicious and perfectly prepared. The staff was attentive and helpful. I had high expectations based on everything I had heard and read and they surpassed even my high expectations. Definitely a must try if you’re in Las Vegas!!!! Get the Caesar salad!!!,5,5,5,5,September 5 2024
We tried to get a reservation here for quite some time!! Finally we tried it out! The ambiance and staff were amazing. We thoroughly enjoyed our steaks. We ordered the escargot. as it is a house special. and it was not good. The ceaser salad was incredible (but expensive). I also had the crab with my steak and it was good. but very expensive for two legs. The sides (spinach and broccoli) were also so. so. as was the cheesecake. I think this is a steakhouse that you need to try at least once. But. just get the ceaser salad and a nice steak. No need to indulge on anything else. We have eaten at other steak houses (Gallagher and Jean George) and found their meals better and less expensive. But. the old school vibe here is pretty cool.,4,4,5,5,September 4 2024
Lived up to expectations. excellent all around. Highly recommend.,5,5,5,5,September 4 2024
The golden steer lived up to its billing. This has to be one of the great Las Vegas experiences. It combines the history of las vegas with a plaque alongside many of the booths showing you that you are sitting at Betty Grable's regular table or if you're lucky. Frank Sinatra. and first class steaks and service.,5,5,5,5,September 4 2024
I hadn't been back in years and it was still exactly like I remembered. Everything was awesome from the moment we walked in - still the best restaurant in Vegas,5,5,5,5,September 3 2024
Ambience and service was great.  The old Vegas feel and interesting to hear about the history of restaurant.  We had salads. prime rib. and pasta.  All very good.  Definitely a place you have to eat at once.,4,4,5,5,September 3 2024
Meal and service were outstanding. Tableside Caesar was huge. enough for 4 people! Best steak I’ve ever had!,5,5,5,5,September 3 2024
Excellent service and exceptional food. We booked 5 months ahead and was well worth the wait. Will definitely be back.,5,5,5,5,September 3 2024
I had reservations for this place months in advance. I grew up in Las Vegas and had always wanted to try this place. Maybe my expectations led me to my mediocre review. I just feel like I spent an exuberant amount of money $900+ for a party of 5 (one a child) and the quality of food did not justify the price. If the meal had been half the price. my review would probably be better.,3,3,5,3,September 3 2024
Amazing dining experience at this iconic restaurant with my beautiful wife for our anniversary. The entire staff were welcoming and friendly and made our dining experience one that we will never forget. We ordered a bottle of house Cabernet from Italy. table side Caesar Salad. 8 oz filets. mash potatoes. and topped  it off with table side cherry jubilee. It was all very delicious and we highly recommend dining here. We will be back!,5,5,5,5,September 3 2024
We traveled in from Louisiana to watch the LSU/USC game. It was also our 24th anniversary. When I searched the best steakhouse in Las Vegas the Golden Steer was the people’s choice and were they ever so right. The food and service was top notch! We did the table side Caesar Salad and split the 24 oz bone in rib-eye. Absolutely delicious! Highly recommend.,5,5,5,5,September 3 2024
I would not recommend this steak house in Las Vegas unless you’re going just to say you’ve been to the Golden Steer. The service was sub pair. at a place with 3 servers I should never have an empty drink. the waiter actually forgot a drink in the beginning and we had to remind him. The bread was ok. We ordered the Seafood tower. the Caesar salad was really good along with the presentation and the baked potato was great. I ordered the 8oz filet with crab legs. The filet was cooked perfect. The one crab leg was cut down the middle and the plate was 155. Not worth it. Our waiter forgot a dessert but guessed and brought out an extra saying you can just keep it. ha ha. then never brought the ordered dessert to the person. The place itself is nice in the inside. very vintage. We try to go to different steak houses every where we go and this one was not one to remember which is extremely disappointing because it was the most expensive so far.,3,3,3,5,September 2 2024
Old school Vegas feel with top notch customer service. Prime rib was awesome and Australian lobster tail was huge. Get the bananas foster for dessert. Served via tableside presentation and so worth it. Will definitely be back.,5,5,5,5,September 2 2024
I was so looking forward to this experience. We were  party of four for dinner service. My husband and I ordered the dinner for two. The table side caesar salad was excellent! One of the best I have ever tasted. Our longhorn steak was fatty. hard to chew and not the quality that I would expect. The lobster was huge but rather tough. I was disappointed overall. as I had super high expectations for this dining experience. Our dinner mates each had the filet and they said it was amazing. I would not visit again. as the cost versus quality is not equal. The service was impeccable. Eric was amazing.,4,4,5,4,September 2 2024
Wonderful experience and would definitely recommend anyone to try this place out. I ordered the longhorn steak and lobster for two. Great deal. comes with sides and starter which was delicious. The server was very knowledgeable with the history of the restaurant which was also a great touch to the experience. Thank you!,5,5,5,5,September 2 2024
Service and atmosphere was good. The table side caesar salad. the filet  and the mushrooms were amazing. The lobster was overcooked and the crab legs came out cold. The butter is like an oil too. It wasn't rich tasting for the seafood. Overall the experience was amazing. I don't know that it was worth the cost again.,4,4,5,5,September 2 2024
We will dine here every time we are in Vegas. Phenomenal!,5,5,5,5,September 2 2024
Justin and Chris were great! They both provided excellent customer service and answered all of our questions. Thank you!,5,4,5,4,September 2 2024
Our group was looking forward to our experience here celebrating our friends 60th. Unfortunately. they didn’t measure up. 3 of the steaks were cooked wrong. The mashed potatoes were served cold. The ambience in our room was blah. We came to sit in the booths for the experience. The best part of the meal was the Caesar Salad. Maybe it was an off night. But there are way better steakhouses in Vegas.,2,2,3,2,August 31 2024
Fantastic food and service.  one of the best meals I've had. but you're going to pay for it.,5,5,5,5,August 31 2024
Amazing as always and of course the most fantastic service! It was my husband’s 50th and they made it so special.,5,5,5,5,August 31 2024
. The wait staff are courteous. friendly and helpful. food was great and pricing was reasonable in relation the quality. Portions are giant! Overall everything was great about this restaurant aside from two things. The wine selection was highly overpriced ( $169 for a bottle you can get in the store for $35) and the hostess who checked us in. Our reservation was at 8:30 and we checked in at 8:12. We waited and at 8:50 we had to check on our table and it turned out our hostess screwed up gave our table away! However wait staff more than made up for it and they did give us a free meatball appetizer to apologize for the inconvenience. (Lol),4,4,5,4,August 30 2024
Golden Steer’s service. quality. and atmosphere are unmatched. The entire experience was fabulous.,5,5,5,5,August 30 2024
Golden steer never disappoints. Food was 10/10 service 10/10 (although our main server was not the nicest),5,5,5,5,August 30 2024
Highly recommended to ourselves. in addition zero complaint or concern from us.  The ambiance. The Restaurant was delightful. the food and service / Servers was a pure delight. Again we would recommend the restaurant going on our experience Thank you Golden Steer.,5,5,4,4,August 29 2024
Amazing!!  Great food and service.  Will definitely go back again.,5,5,5,5,August 29 2024
Great Service and Great Food  Lobster Tails are great English Cut Prime Rib was a bit thin but well cooked,5,5,5,3,August 29 2024
This was my family’s second time at The Golden Steer and everything was amazing. Staff was exceptional. food was outstanding. The only thing I regret was not saving room for a cherry jubilee!,5,5,5,5,August 29 2024
Loved the old school Las Vegas ambiance of the restaurant. The wait staff was spot on with taking care of you making you feel like you were honored royalty. The food was good also with large portions. Our party of three ordered the stuffed mushrooms to share for the starting appetizer. We each had the Caesars salad (which was huge and almost a meal in itself). two of us ordered the king crab legs. and the third person ordered the NY steak. We also ordered a side order of twice stuffed potatoes and asparagus that we shared. Would have liked to have ordered the bananas foster for dessert. but we were too full. Will definitely return on another trip to Las Vegas. The Golden Steer is a great place to go to for a special night out. Reservations are very hard to get. so be sure to book your dinner way in advance.,5,5,5,5,August 29 2024
Golden Steer never disappoints. I’ve been coming here for about 10 years now and always visit when I’m in town. It’s harder to get a reservation now but still worth it. Food is so good. the service is outstanding and I love so much that they keep the retro vibe and decor. Top notch.,5,5,5,5,August 29 2024
Food. service and atmosphere are absolutely amazing!!,5,5,5,5,August 29 2024
Not as good as expected. The steak is more to heavy taste side. Appetizer is better than the main course. Best is the banana foster. Value is a bit over price. but service is good and friendly. 80 out of 100 point.,4,4,5,4,August 29 2024
We celebrated my husbands birthday dinner here and were so excited to get a reservation. The food was exquisite and the service was impeccable! Definitely a must try when in Las Vegas!,5,5,5,5,August 28 2024
Service was great. Table side Caesar was fantastic. Tomahawk was good. but not the best I’ve had in Vegas.,4,4,5,5,August 28 2024
I brought my fiancée in for her last meal as my fiancée —we were married the next day. She had never been before. and I wanted her to experience one of my favorite places to eat. The food was excellent. as always; the staff was kind and efficient. and the dessert they gave us was delicious. I will be back in DeDecember for another visit!,5,5,5,4,August 28 2024
Outstanding. so glad I managed to get a booking for this restaurant. Please if you get the opportunity. book and have your dinner here. It will not disappoint,5,5,5,5,August 27 2024
5/5 in every aspect! the hype is real and the food was amazing. Couldn’t enjoy it as long as I wanted because I left my phone on a valet machine on the strip.. :( regardless one of the best dinners i have ever had! James was amazing and gave great recommendations!,5,5,5,5,August 27 2024
Very nice spot and probably the best food in Vegas. My only negative t thing to say salt it is that it’s not in the best area. But the food is SOOOO good I’ll definitely be returning. More photos out IG @Collins2Collins,5,5,5,4,August 27 2024
Great splurge night out with my husband. Food was delicious! Service was amazing very attentive.,5,5,5,5,August 27 2024
I specifically planned this trip to Vegas to eat at Golden Steer. As always. it was well worth it. This was my second visit to Golden Steer in the past six months. It helps that I only need to jump on a short flight when a reservation opens up. I was able to bring my parents and sister this time and they all highly enjoyed their dining experience. Our fest included Fried Calamari to start. Caesar salad (must try) table side. Prime Rib. Rib Eye. King Crab. Twice Baked potato and Whipped Potatoes. I highly recommend everything mentioned! For dessert we shared a Cheesecake. Banana Foster table side. and Spumoni Bomba. Dessert was fantastic! Definitely looking forward to returning as soon as a reservation opens up. Thank you to all the hard working staff at Golden Steer!,5,5,5,5,August 27 2024
James. our waiter. and all the staff were polite. efficient and timely. Food was out of this world and cooked to perfection.  We spoiled ourselves for our wedding anniversary and the staff I. Turned spoiled us.,5,5,5,5,August 27 2024
It's my favorite restaurant in the US. The best most personal service you will ever experience. The steaks are fantastic. perfectly cooked. and the matre d butter is worth the upgrade. Sherry cream mushrooms were perfectly balanced. Bananas foster was a perfect way to end the meal. It's pretty expensive but worth it to celebrate a special occasion.,5,5,5,5,August 26 2024
Best restaurant I have ever been to in Las Vegas.,5,5,5,5,August 26 2024
Súper buena comida de 10. y súper buen servicio. carísimo !! Pero lo vale,5,5,5,4,August 26 2024
I’ve been here twice now for dinner. always great service and excellent food. Golden Steer goes above and beyond to make your dinner the very best!,5,5,5,5,August 26 2024
Very good. Nice presentation and food. Will come again in future trips,5,5,5,5,August 25 2024
We are locals and this was our first time eating here and we wish we would have came sooner. The food. the service. and the atmosphere were all great. We enjoyed everything that came out and we definitely will come back. Tables are hard to get but luckily a reservation opened up for us. 10/10.,5,5,5,5,August 25 2024
Such a great atmosphere!  The food was amazing and large portions.  We had 6 in our group and the waiter was very attentive.  Definitely will be back!,5,5,5,5,August 25 2024
The 4 month wait was well worth it! My husband and I have been following them for over a year and decided it was time to visit! Everything from the ambiance. service. food. and drinks was immaculate! I am ready to book my next trip to Vegas just to dine at the Golden Steer again!,5,5,5,5,August 25 2024
Had Anniversary dinner with friends on Friday night. The food and service were fabulous !! It was kind of noisy and made it difficult to carry on a normal conversation. but. it quieted down eventually. We thoroughly enjoyed our evening Thank you,5,5,5,4,August 24 2024
Booked this restaurant five months in advance for a group of 8 and we were all extremely excited given the hype and the reviews. I visit Vegas 3-4 times a year and have been fortunate to eat a number of amazing restaurants. Overall it was kind of a disappointing. Steaks were just average for what I was expecting. The ribeye was pretty good but the filets were meh. Lobster tails were large but were kind of tough. The crab legs were the one thing that everybody really enjoyed. Appetizers. sides and dessert were all just average. The ambience of the restaurant and the presentation of the tableside caesar salad and bananas foster were top notch. Surprisingly the service wasn’t all that great either as we actually had to flag a waiter down to order another round of drinks. I’m glad I finally was able to dine at the golden steer. however. given the other steakhouse options in Vegas. for $500 a couple. there is no reason to go back.,3,3,3,5,August 24 2024
Made my reservation 6 months ahead of time. Was well worth the wait. The dinner for 2 was more than enough food to feed both my gf and I. Will go again.,5,5,5,5,August 24 2024
excellent service. Restaurant is an institution.  Not cheap but worth a visit.  Hard to get a resie.,5,4,5,4,August 24 2024
Beautiful place. great atmosphere. The steaks are amazing. Great place to relive the Old Vegas from the Rat Pack days!,5,5,5,5,August 24 2024
Phenomenal food and great service! We would definitely revisit!,5,5,4,5,August 23 2024
Was as good as the hype … outstanding food and service,5,5,5,5,August 23 2024
Crab cakes-excellent! Some of the best we’ve ever had. Bone-in ribeye-cooked and seasoned to perfection. Twice baked potatoes-fabulous. Lobster-huge and delicious. Cherries jubilee-decadent. But I think we mentioned that it was an anniversary and no one said or gave anything extra.,5,5,5,5,August 23 2024
This was our first dining experience at the Golden Steer and we were not disappointed.  The service is amazing. friendly. attentive and very helpful. The food is delicious we tried just about everything but dessert because we were just too full.  The fish is tender and fresh and the prime rib well prepared and delicious. They also have a great bar menu. We were very happy with our visit.,5,5,5,5,August 23 2024
The food and experience was amazing!!  Can’t wait to go again when we are in Vegas.,5,5,5,5,August 23 2024
Wonderful service! History and atmosphere is great!,4,3,5,5,August 22 2024
One of the best Steakhouses in Vegas for a reason. Service was amazing! Best Mac&Cheese in town. Steak was cooked to perfection. Shoutout to Tony the bartender for incredible service and amazing drinks.,5,4,5,5,August 22 2024
Overall it was ok. I must admit it was a bit of a let down Rolls: plain ol grocery store rolls Calamari: breading was excellent but Calamari was chewy Caesar’s Salad: excellent! Mashed potatoes: excellent Chicken dish: amazing Rib steak: nothing special just average Sea Bass: a little bit dry Lobster: most of it was good but for some reason the ends were over cooked Overall it was a good experience but for the price it should have a been better,4,4,4,5,August 22 2024
Great steak and lobster tail. Took friends and it was their first time there and they loved it!,5,5,5,5,August 22 2024
A absolute must If you can get in. Awesome Definitely would recommend 👌.  A GREAT DINING EXPERIENCE.  Thank you 😊,5,5,5,5,August 22 2024
Had ny Birthday dinner with friends . definitely had a amazing time and the food was amazing,5,5,5,5,August 21 2024
So awesome. Loved the food and the decore. Service was top notch.,5,5,5,5,August 21 2024
Toller Service. super Qualität. Schönes Erlebnis!,5,5,5,5,August 21 2024
Great experience  Very happy I made reservations months in advance,5,5,5,5,August 21 2024
wait staff is always excellent. food fabulous!! words cannot describe it! must go,5,5,5,5,August 21 2024
Outstanding!  Service and staff were incredible. food maybe the best lobster tail and steak I’ve had in Vegas.  Definitely worth the price!,5,5,5,5,August 21 2024
