Reviews,Ratings,Food,Service,Ambience,Dates
Good food good place to hangout with friends and family,5,5,5,5,November 14 2024
La calidad a bajado y se nota Deberían cuidar eso. Y mejorar servicio de meseros,3,3,3,3,November 14 2024
The quality and variety was great. And the food tasted quite good but not spectacular. That’s what you would expect from a buffet.,4,4,4,5,November 14 2024
Was so excited to go hearing it's one of the best buffets on the strip. but the food just wasn't good and especially not for the price. Edible. yes. but the only thing that was enjoyable was the mashed potatoes. 1/10 Wouldn't recommend.,4,2,3,5,November 14 2024
Das Essen ist lecker und das Angebot fast unschlagbar gut. Trotz Reservierung lange Wartezeit. Alles unglaublich voll.,4,5,4,5,November 14 2024
The buffet was phenomenal. So much to choose from. The quality of the food was fresh and delicious!,5,5,5,5,November 14 2024
A bit pricey but I think with the variety of selections was worth it!  If you love seafood this is the buffet for you!!! Great lobster claws. shrimp. scallops. etc.  One downside they put a 90 minute time limit to eat. I didn't feel forced....so take your chances you're in a gambling town :),4,4,4,4,November 14 2024
As usual. Bacchanal Buffet did not disappoint.  With 7 in our party. there was enough of a selection that everyone was pleased.  Some say it’s pricey. but I have always felt it was worth the money.  Everything always tastes so fresh and there is a good amount of seafood dishes including both hot and cold crab legs.,5,5,5,5,November 14 2024
The  Bacchanal Buffet is my family’s favorite buffet in Las Vegas! There is always a large variety of selections to choose from. especially if you have picky eaters in your group. Everyone in my family always leaves there feeling satisfied and happy. Even though the price of the buffet is comparatively high to others in Las Vegas. it is worth every penny. It is the one place that we will always splurge on and come back to.,5,5,5,5,November 13 2024
For the price it wasn’t a good value. Most of the hot items were temped or cold. The prime rib tasted like cold cut beef and had a mushy texture. The crab legs were also mushy. Many items were totally inedible being extremely bland or cold. Visually the buffet looks nice but the actual food was sub par and not well made. specifically the desserts. All in all it seems like a $25 buffet dressed up to appear expensive and elegant. Food was a 3/10. The 90 minute limit made the atmosphere hectic and not relaxing. I’m a career chef and don’t generally write reviews but I was extremely disappointed since the buffet was one of the highlights of the Vegas trip.,1,1,3,1,November 13 2024
Large amount of choices but not many vegetarian options. Expensive in cost but service was excellent and a very clean place.,3,3,4,4,November 12 2024
As buffets go it was good. However I did not find the seafood anything special. And red meats were above average as were the deserts,3,3,4,3,November 12 2024
The seafood was over cooked. Great selection but definitely not an 85 dollar meal. Our server was outstanding. Next time I’d try it for lunch instead. Would rather spend 100 dollars at a nice steak house for dinner.,3,3,4,4,November 12 2024
The best buffet of the buffets that reopened in Vegas.  The food and selection is excellent.  Coffee is so smooth.  Crab was great!,5,5,3,3,November 12 2024
On Tuesday 11/12 me and my partner made a reservation for the Buffet. We heard about one price online but were given a completely different one in-person. It caught us off guard but we still decided to try it out. The cashier was inpatient and was rushing us to make a decision whether to stay or go somewhere else. She kept repeating “So cancel?” Please do not rush anyone like that ever again. Our first and last experience visiting this Buffet. A manager came up to us and offered 2 glasses of free champagne which we appreciate it! Doesn’t change the fact that we were disappointed in the service.,2,5,1,2,November 12 2024
The supervisor or manager that seated was super rude.,1,2,1,1,November 12 2024
Great food. great choices. great value. I eat gluten-free and had no problem finding what I could eat.,5,5,5,5,November 12 2024
"Make a reservation! We did and were seated fairly quickly. The food display. freshness. taste are all amazing. A server said it's basically nine restaurants in one. It is not a typical ""buffet"". Save room for dessert!",4,5,5,5,November 12 2024
Great food great options. reasonable price for what you get. The only annoying thing is is that you have to make a reservation when there was no one standing in line,5,5,5,5,November 11 2024
My group did not have a good experience. The staff was rude and high demand foods (like crab legs)  were out....creating frustration and lines at a restaurant that had a time limit.,1,3,1,3,November 11 2024
Amazing and fun selection! The price is a little steep. but considering all the time and effort it takes for them to offer such a expansive selection it’s worth it!,5,4,4,4,November 11 2024
You can use a better Filipino chef. The Filipino dishes served did not meet the authentic and well representation and taste of a good Filipino food to be served to varied nationals especially those who haven’t tasted Filipino cuisine.,4,4,4,4,November 11 2024
Excelente todo. desde la atención. servicio y sobre todo la comida. Gran variedad y todo de muy buena calidad. Para mi. dentro de los mejores buffets de Las Vegas sin duda.,5,5,5,5,November 11 2024
Uno de los buffetes más grandes. rico y variados que he conocido.,5,5,5,5,November 11 2024
The best item was the salmon bagel. Everything else was just average. Liked the small portion sizes of desserts,3,3,4,4,November 11 2024
Great buffet with just about everything you could want. Can't wait to go back.,5,5,5,5,November 11 2024
INCREDIBLE 10/10 will go again - definitely adding this to all future LV trip itineraries,5,5,5,5,November 11 2024
Good variety of food and everything tasted great.  Wait staff were attentive and friendly.,5,5,5,5,November 11 2024
Mucha gente. No respetan las reservaciones. Ni siquiera nos preguntaron el nombre ni el numero de reservacion.,3,5,3,5,November 11 2024
Definitely a huge selection of good food.  Snow crab is good. but the lobster claws are not fresh.  Dessert section could use more sugar free options. and it would be nice to have sashimi instead of just sushi.,4,4,3,3,November 11 2024
Obviously. there was a lot of food at the buffet. and everything I chose was excellent. The problem was the long waiting times before enjoying our food. We made reservations well in advance. but we had to wait in line to get to the reservation desk. We then waited in line to get inside the restaurant. We then waited in line at the various food pick-up areas. I enjoyed the experience. but this will probably be a one-time shot for me.,4,5,5,4,November 11 2024
By far the best buffet in town. This not just a buffet. It’s an experience. The quality of the food. the atmosphere and the attention to detail the staff provide. It’s a five star experience.,5,5,5,5,November 11 2024
Great food. But some of the dishes were cold or at a room temperature and should have been hotter. For the price range I think it was overpriced. Parking was $25 plus the long walk towards the restaurant. Around $90 per person plus tip to your server.  The best dishes were. the bone marrow. crab legs. steamed dumplings. sashimi and a few dessert items.  Overall 7 out of 10.,4,3,5,4,November 11 2024
Waited 45 minutes for a table after our reservation time.  Food was good however wish we would have known we would have to wait that long after our reservation.,4,5,3,3,November 10 2024
The food is excellent.  Chef prepared and unique offerings.  However. the service lacks a bit of attention as the drinks sat empty too long.  We had to chase down server to get refills.  And if you make a reservation. be prepared to be welcomed with a nod to go stand in line.  Meaning. you will most likely not be seated at your reservation time.  So if you have a show to go to and you are counting on a reservation time. be advised they do not seat you right away just because you have a reservation. and you can wait 30 minutes or longer.  This is not right and they should explain that to customers  ahead of time so they do not have issues with their schedules.,2,5,2,3,November 10 2024
If you love seafood. this is the place to go! The buffet also features sooo many different kinds of cuisine. there is something enjoyable for everyone,5,5,5,4,November 10 2024
Preface this review with we have been here several times over years.  This buffet USED to be a high end buffet.  It is no longer this.  Food is primarily COLD. nothing fresh other than made to order.  The SERVICE IS TERRIBLE.  Management does not care. we asked to speak to one during our visit. no one ever showed up.  Took 15 minutes for a coffee. plates left on table during visit. only picked up one time! We went for brunch which has been our favorite. Every Egg. meat. potato dish was either COLD AND SOGGY. or luke warm.  Yes its a buffet. yes its sitting out. but there is a way to serve that ensures food is fresh and warm.  Chiliquiles. completely soggy and wet chips. hash browns COLD. mini sandwiches soggy and COLD. The restaurant is showing its age. wear and tear. bathrooms disgusting. bathroom attendant sitting at door waiting for you to step out. just an awkward experience for $250 for 2 diners. Overall unfortunately we will never return. it was a Ole Country buffet on a bad day. Go to the Wynn Buffet. they have surpassed this in every way. and if you are looking for a proper Las Vegas buffet. the Wynn is it. Save your money. DO NOT GO HERE.  IT'S OVER at the Bacchanal....,2,2,1,1,November 10 2024
The food and myriad of food choices were excellent!  Everything was prepared to perfection!   The price was was well worth it.   My only complaint is the 90 minute time limit is not long enough for this type of high end buffet.  The time limit should be increased to 2 hours.,5,5,5,5,November 10 2024
I enjoyed the prime rib and the ham.  Buffett is a little pricey.  Overall. I like the restaurant. it’s nice and not noisy.,5,4,5,5,November 10 2024
This is a must do for every trip I make to Vegas! It's so good!,5,5,5,5,November 10 2024
Great food ! We will be back! Thanks so much for a great time !,5,5,5,5,November 10 2024
Wish there were more seafood selections such as Dungeness crab not the small claws they had.,4,4,5,4,November 9 2024
Food selection and service was amazing. A few items were a bit cold though (French toast station). It’s more expensive than most buffets in Vegas.,4,4,5,4,November 9 2024
We’ve been here many times and as usual. the food was outstanding. though the Dungeness crab legs were very small this time. For the weekend brunch. did not see the bone marrow. Prime rib was outstanding as were the Birria tacos. Maria. our server. was excellent and efficient!  However. I did encounter an issue with payment in the beginning. I saw an offer of 20% off if coming in for the weekend brunch between 9 am and 1030 am (I had reservations for 6 people at 10 am on Saturday. 11/9/24) for $64.99. When I showed the cashier the offer (I took a screenshot of the offer). Caesar’s did not honor the offer. saying they change all the time. Since I was with guests. I did not seek out management and put up an argument to seek clarification.  I think management should honor their offers that are on line. especially when I have a screenshot from Open Table.,4,4,5,5,November 9 2024
Excelente muy bien todos los Servicios prestwdos dentro del lugar,5,4,5,4,November 9 2024
the system they were using to let people in wasn't good. i understand they cater to and give priority to their higher level gamblers but normal people with a reservation were having to wait an hour to be seated and they were bringing people in from the normal reservation by the size of their party which made things move along even slower and the people who had been waiting longer got seated after. after my wife and I were finally seated it was at was appeared to be a children's table and by the time we got another plate of food our original plates were still sitting there with no room to put our new plates. probably one of the worst experiences we've ever had at this buffet.,4,4,4,4,November 9 2024
Maher was great! The food was amazing and the experience was excellent!,5,4,5,5,November 8 2024
The food was great. We really enjoyed the selection.,5,5,4,4,November 8 2024
Wonderful! Really enjoyed it and I’m not a seafood lover.,5,5,5,5,November 8 2024
Stations were clean and food is excellent! 2nd time going and will be back!,5,5,5,5,November 8 2024
Relatively long wait to be seated. Amazing food variety and quality. A bit noisy,5,5,5,4,November 8 2024
The food is always excellent at Caesar's Buffet. However the deserts were much better in the 80's.,5,5,5,5,November 8 2024
Best on the strip! Wonderful food and service! You get what you pay for.,5,5,5,5,November 8 2024
Lobster Claws were treacherous. Terrible fishy flavor. Tasted nothing like good lobster. Online advertisement mentioned a lot that is yet to be seen. Very unsatisfied for the Two hundred dollar dinner for two....,2,1,3,3,November 8 2024
1st time visit. Have had much better  Pros: impressed with multiple stations: Filipino station with lechon pork 5. spinach salad 5. Nutella banana crepe 5. Knew not to consume any rice. potato or bread.  Cons: frozen deep fried foods (wing zings and fried calamari). Beef brisket. absolutely no flavor. Birria ramen broth. was way too salty. Thank goodness I had a $100 coupon + points to only pay a balance of $6 for 2 ppl + $50 tip.  Wynn buffet is much better.,3,3,5,4,November 8 2024
It’s an experience. Food was plentiful and good. Wide selection.,4,4,3,3,November 8 2024
Great time with good food. We loved the Asian dishes and the seafood. Staff were nice and efficient. Wait time was not bad even with reservation.,5,5,5,5,November 8 2024
Good selection but some of the food had been there for a while and was gold or dry. Not worth the price on my opinion.,4,4,4,4,November 8 2024
When they sit u down and they say u have 90 minutes to eat instead of good evening or thank you for coming. Or what can we get to drink that tells you why the bacchanal is going downhill.  Use to be a great buffet,3,3,1,2,November 8 2024
Es toda un experiencia. Es un valor alto por persona. más si eres light para comer. Pero si eres de buen comer como yo. lo disfrutas al 100%.,5,5,5,4,November 7 2024
The breakfast was amazing.  Very quiet for a Thursday morning.  Service excellent.,5,5,5,5,November 7 2024
They didn’t even put us in a table nor let us in the restaurant while on the waiting list,1,3,1,5,November 7 2024
Very disappointing. Standing in line in the oriental area. The gentlemen in front was eating off of his plate…that’s totally ok. BUT the idiot licks his fingers and touches the steamer cover and service utensils with the same gross licked fingers! It was disgusting. I did NOT stay in line to finish getting shumais or pork buns! FAAHHHH all the money we spent. that’s pretty much all I eat! DANG DISAPPOINTING!,3,4,5,3,November 7 2024
Don’t bother. What a rip. Don’t waste your time!!!,1,1,5,2,November 7 2024
Been here many times and had enjoyed this buffet all the previous times. But this time. it was a horrible experience. and this is going to be my last time in a while coming back.  Made reservation with OpenTable for 7:30 and we didn’t get seated until 8:20. When in line. they did not allow us to pay with the kiosk. One couple behind us did it anyways. Then when we get to the front of the register. we are told to use the kiosk. and once we paid we can get back in line to be seated. And of course the couple who paid get to be ahead of the 3 parties that needed to use the kiosk to pay. How is this fair?!  Then the 3 women (especially the Armenian looking one) who take us to the table has preference to seat large parties. Had 4 large groups of people (even the 1 party that just got in the standby line while they were seating the 3rd group got seated first before us). So the other 2 women were just standing around completely oblivious that we have been waiting for a while. Fine. it is SEMA week and I understand it’s packed. However. when seated I noticed there were at least 20 empty tables. I am not sure if these women are just lazy or just don’t feel like working.  Ordered our drinks. One drink was brought out incorrectly. Told our server about it and she finally brought it after 15 mins. She mentioned that she forgot about it. Before. servers would come and ask how we are doing and if we need anything every 15 minutes. So far as I am still sitting at the buffet for 40 minutes. not once did our server came to check on us.  Food- the only thing that is good is the Pepsi. All seafood were bad. Crabs and lobster claws have no flavor at all. Dungeness crab was spoiled and I immediately spit it out. Pozole was overly salty. elote was bland. roasted duck is dry. prime rib has no flavor. With buffet at this price point. I have higher expectation of the quality of food.  $105 per person was money wasted.,1,1,1,1,November 7 2024
So much food. all well prepared. something for everyone. The line to check-in with a reservation was confusing but after that all was good. Our server was excellent. very helpful. Well worth the price.,5,5,5,5,November 7 2024
great dinning experience. many quality options. go early come hungry.,5,5,5,5,November 7 2024
Great selection.  Too much movement so staff unable to keep floors clean where rude customers have dropped food.  Just about everything was good except Brisket which tasted rancid so I advised waitress to let kitchen know but not sure message got across. Definitely worth the price for the wide selection.,4,4,4,3,November 7 2024
Great food.ambiance I visited 28th of July was wonderful I went 6th of November 2024 everything was great again except üne drink got more sweeter and little strange that’s all  I highly recommend this place. Prime rib was so good and also crabs.sweets as always It’s a journey,4,4,5,4,November 7 2024
Nicole was great. She was very helpful checked on us all the time. ￼,5,5,5,5,November 6 2024
The prime rib was cold. The brisket was very dry and cold. The taco station. all tacos. were cold as well. This was such a disappointment. especially after paying $185. For 2 people. Will never come back,1,1,4,5,November 6 2024
We went there last year and we had a great time so we went back for my birthday and we were looking forward to have lamb chops but we were disappointed to find out that they didn't have it anymore I think the price of the buffet is too high for what you get.,4,4,3,3,November 6 2024
Lack of foods variety. old decor no big deal. old table. not enough waiters. and finally $170 plus tax and tips for 2 persons. seems little excessive what what is available.,2,3,3,2,November 5 2024
Was really looking forward to our evening. we knew it was pricey but that’s Vegas for you so was hoping for great expectations. Unfortunately the food was cold. We are a family of 4 and everyone of us said the same thing. It wasn’t just one particular food station but all of them. Very disappointed with this.,2,1,5,3,November 5 2024
Lots of food but most of the food was Cold and Dry Not Worth The Money!,3,2,5,2,November 5 2024
"715 reservation but waiting line ""after check in""  for 50 mins till seated. Crab legs were always cold and the rest of the seafood was salad type served cold. No steamers. seafood imperial. little necks nothing. Was disappointed especially for the price!!!",2,2,4,3,November 5 2024
Very busy was not explained the different areas very well,4,4,5,3,November 5 2024
All was satisfactory exception of dessert section. I was disappointed what was available. I felt need improvement.,4,4,4,4,November 5 2024
It was not clean and good. Food was worse than I expected. I wouldn't like to recommend this buffet to any person.,3,2,3,2,November 5 2024
This is one of the premier buffets left in Vegas. The place is always immaculate and the food is cooked to perfection. I eat here every time I’m in Vegas and hope they continue to provide this great service.,5,5,5,5,November 4 2024
We have done a lot of research about which buffet to try before we went to Vegas. and ended up choosing Bacchanal Buffet over Wynn Buffet.  The price is reasonable at USD 70 each.  They have a lot of food choices and 9 sections of food counters.  However there are not that many food that is worth trying.  The Japanese and Chinese food is basically a write off.  Mexican is not very attractive either.  Desert has a lot of selections. but the taste and the look are a bit overrated by other reviews.  The only food that I enjoyed was the slow cooked brisket. which is very well seasoned and tender.  As my wife loves eating crabs. the king crab seems to be the only dish that she likes.  The overall experience is not bad. but I wish I have reserved our stomachs for better food.,2,3,1,1,November 4 2024
Celebrate my father's 82nd birthday.  He enjoyed the whole experience with family  and friends,5,5,5,5,November 4 2024
We really enjoyed the variety of foods. Great tasting shrimp and brisket. Missed the carnita tacos from past visits.,5,5,5,5,November 4 2024
Best buffet on in Las Vegas! Huge variety of great food!,5,5,5,5,November 4 2024
Awesome buffet! The crab legs were wonderful! Only wish you would add lobster! And also claim chowder!,4,5,5,5,November 4 2024
Muy bien el servicio solo que la host de la entrada algo especial,5,5,5,4,November 4 2024
All cuts if meat melt in your mouth . Table service for clearing plates was fast and crab legs were amazing,5,5,5,5,November 3 2024
This buffet was not as good as it used to be and for what they charge I think the food should taste better. There were a lot of food items that were disappointing. Prime rib was average. the horseradish sauce was not as good as it should be. Some dimsum in the Asian section were dry. Bone marrow was also just average in terms of taste. The Italian section was a huge disappointment. pizzas were dry and not enough flavor and the taste of pasta was also just average. Some of the seats were ripped which made it looked cheap. For $90 per person. I expected better. I’ve had this buffet in 2018 and it was a better experience then,3,3,4,3,November 3 2024
Food is excellent and server was great. Just a little noisy.,5,5,5,5,November 3 2024
Everything was decent quality. The desert was amazing but never had much room left in my stomach.,3,3,4,4,November 3 2024
"While not a huge fan of buffets. we needed a spot for dinner before a concert at Ceasar's. and the buffet was the only time slot available.  When we stepped up to check in and pay I was taken back by the cost - almost $100/person on a Saturday night.  I am fine paying higher prices on vacation. but I thought ""this place better impress"" -well it CERTAINLY DID!    The first buffet we passed was FULL OF GORGEOUS SEAFOOD!  Snow crab legs. shrimp. snails. mussels -you name it!  My friend and I both adore seafood. but she also loves prime rib and the carving station was the next thing we walked by as we were being seated- spectacular meats.  We were then led past the most massive dessert buffet with anything you could possibly imagine from macrons to baby cheesecakes and other bite sized delights to an ice cream bar.  We couldn't wait to sit down.    The dining room is massive which does cause the noise levels to be a bit overwhelming at times and there were  a lot of groups there-especially ones with children so not the ""ambiance"" you may be looking for a romantic meal.  Once we were seated we were also pointed to a whole other room which had Italian (meatballs comparable to my grandfathers and delicious creative pizza options). Asian. and vegetarian selections.  I never had anything as delicious as the individual mini plates of things like whipped burrata with pears on top. or a baby bite of salmon with cream freche and capers.  The plating and presentation was on par with some of my favorite high-end foodie cruises.    We sat for almost 2 hours slowly enjoying much more food than we could have gotten anywhere for the price we paid. our server was attentive at all times on it with drinks and clearing used plates.  For as huge a dining room as it was. you never felt like you had to wait for your food or were in terribly long lines.    AMAZING VALUE FOR YOUR DOLLAR!  ENJOY THIS BUFFET WHEN IN VEGAS!!",5,5,5,4,November 3 2024
The food was soon good :) we had a blast. the seafood was great and prime ribs and briskets were delicious. The wait wasn’t bad at all. about 15-20 mins,5,5,5,5,November 2 2024
Easily one of the best buffets in Vegas. I would say second to Wynn. I came here to eat breakfast. around 10am. and ended up eating Mexican all the way lol. I saw nothing American breakfast. Bits of eggs here and there. There was more sushi/asian food than anything else. I get it. but some of us enjoy a good old American breakfast. Service was amazing. absolutely hands down. Will definitely be back. just not for breakfast! lol.,5,4,5,5,November 2 2024
While there is a wide selection of food. this might be the most overrated buffet in Vegas. Made reservations for a party of 5 and when we got to our table in the back it was dirty. Crumbs and food all over one of the chairs and watermelon chunks all over the floor. We couldn’t get any help so we had to grab a chair from another table and carefully avoid the food on the floor beneath our table. Our server. whose only job was to bring us water and some soda as we didn’t order alcohol- couldn’t remember who had which soda and was non-existent after bringing us drinks even though we were all forced to tip for service before we even entered the buffet (where you serve yourself! No one is even taking your order!). Half the food was cold and the sliders so rare that I am pretty sure the cow may have still been alive. The ambience was loud and our table and chairs were so knicked up and splintering they appeared as if you got them from a yard sale. As this was one of the more expensive buffets. I expected much more. Good place to go if you have kids I suppose but you are much better off visiting the buffets at The Wynn. bellagio. Cosmo. etc. The service. ambience and food are much better at the others- and their buffets are much easier to find.,2,2,2,2,November 2 2024
I had very bad experience this time I went two years ago was very good but now they have old food and very few options Asian Italian options are worthless the service is very bad. I would not recommend it in 2024.,1,1,1,1,November 2 2024
it was well worth the price. We didn't have to wait for too long,5,5,5,5,November 2 2024
Great selection of food.  Prime rib and seafood section always a highlight.  Finish off with macaroons. scooped ice cream and large desserts to choose from.  Always make a point to make reservations online BEFORE planning Vegas vacation.,4,4,5,4,November 2 2024
Having a reservation didn’t mean anything. We got in a line with everyone who had no reservation. We waited for 30 minutes past the reservation time to be seated. The place was a mad house. It was difficult to get into the correct line to get the food you wanted. People were rude. However. the food was good.,4,5,4,2,November 2 2024
Way overpriced. and a terrible value for the money. Will not do again. Seafood was mediocre and just thrown out there. All cold. no seafood dishes. lobster claws were cold and unappealing. No scallops. no lobster tails. no fish dishes. just poorly done.,3,2,3,2,November 1 2024
Muy Delicioso y la comida fue de todo. la atención muy buena !!!!,5,5,5,5,November 1 2024
One of a kind experience! IMO the best buffet in Vegas!,5,5,5,5,November 1 2024
Food never ran out. lots of options. our waitress was fantastic. food tasted good. noise was tolerable. crowds were manageable. good amount of condiments to choose from. No complaints. will definitely return.,5,5,5,5,November 1 2024
Great place to eat all that you can! They give you 1hr & 30 minutes to eat & most of the food is good,5,5,5,5,November 1 2024
This was probably the worst buffet I’ve been to. I haven’t been to a buffet for years and coming back to this kind of quality and service was just terrible. Not sure how long the sushi or meat was out for but my stomach was definitely off after those selections. We only had a few plates and just couldn’t finish our meals feel satisfied.,1,1,1,1,November 1 2024
Omg I loved it my waiter was perfect!!! The food was amazing! I will be coming back every time I come to Vegas! This was the best buffet place I have ever eaten at gourmet buffet I wish I was there right now so worth the money! And the 90 minute you have plenty of time to eat plenty don’t listen to the bad reviews I almost did but I’m glad I came to see for myself I can’t wait to go back!!!,5,5,5,5,November 1 2024
This buffet was great. Lots of tasty options and delicious selections. The omelet station was hard to find. Great Atmosphere with friendly helpful staff.,5,5,5,4,November 1 2024
We visited twice once on Oct 29th which was OUTSTANDING!! And also the reason we made a second reservation for Oct 31st. The visit on Oct 31st wasn’t even close to the previous visit. I mainly visited for the seafood because I am pescatarian. However the crab legs that I so enjoyed the previous visit were kinda bad. They were ice cold and not fresh like my previous visit. It was like they came straight out of the fridge so I really didn’t enjoy them. I felt like I wasted my Money the second visit. My mother complained about the same thing as well. Also it was like a lot of the people thee dishes had set for a very long time. Maybe because you weren’t as busy on Halloween as you were the previous time. I really wasn’t happy wit my food this time around. But great experience nonetheless.,4,2,5,5,November 1 2024
Lots of variety. Excellent value. Good service. Food quality can be a little better.,5,4,5,5,November 1 2024
This is the worst restaurant I have ever been to. This place is a scam and not worth $436 we paid for 4 to eat at the buffet. I am not sure how's its even possible for the food to taste as bad as did. By far the lowest quality of food at a restaurant I have been to that I had to make an open table reservation for. We tried almost all the food and 98% was inedible. Please do not waste your hard earned money here. We spent at least $300 every evening eating at some wonderful restaurants at the Venetian. This place is over priced for garbage quality. A meal at a fast food restaurant would have been better and more satisfying.  Stay away and don't be fooled.,1,1,3,3,November 1 2024
Overall service and food was good. except for seafood section. Upon walking in my husband and I noted an off-putting smell. I chose not to have any of the seafood and was glad I did. My husband indulged and he was sure some of the items had been frozen and not fresh. The snails were uneatable. the lobster in shell overcooked. The Asian section was excellent. as was the meat. pizza and salad bar. And a nice offering of cheeses. Desserts were excellent as well. Giving a 3 overall since when you pay $80/per person you expect to be able to enjoy the seafood (at that price point). My husband had stomach issues for 24 hours following us eating there.,3,3,4,4,October 31 2024
Everything we tried was delicious. A huge variety of everything.,5,5,5,5,October 31 2024
Buffet was good. I thought the sushi choices would have been better. Wasn’t happy with that especially since the pictures showed some really good sushi. It didn’t have any of that.  Very disappointed,3,3,5,5,October 31 2024
Nothing was good unfortunately.  Not even provided with proper tools for crab.,1,1,1,1,October 31 2024
The meat coner is one of the worst I ever tasted.  Most are well done and dried up although you ordered medium rare and the prime rib is also subpar.,3,3,3,3,October 31 2024
Very great seafood and long queue even we made the reservation. But they won’t kick u out even after 90 min time up at late night and good variety is great,5,5,3,2,October 31 2024
I was very excited to try this buffet. but it didn’t quite meet expectations. The crab legs and lobster claws were good. but I was surprised to find that everything else in the seafood area was cold. I tried the mussels for example and it was just strange eating them cold. The prawn was sweet and tasty but again. cold. Overall the rest of the food was decent but not very warm. so by the time you found your table again. you were eating cold food. Some food like the potato salad was undercooked and some of the meat was overcooked. Dessert was honestly the best part. Of all you want are crab legs and lobster claws. go for it. If you want other food. I’d go to a regular sit-down restaurant. There were numerous of them in the hotel worth considering.,3,3,5,3,October 31 2024
For the price. the food was ok and the service was terrible,1,2,1,1,October 31 2024
Too pricey for the buffet . Even though the food is delicious. the lobster were not too soft.,5,5,5,4,October 31 2024
Always a delicious buffet with a crazy amount of choices. Always a must when going to Vegas!,5,5,5,5,October 30 2024
Lining up for 30mins when you have a reservation is not good…. They can streamline this if someone cared,5,5,2,5,October 30 2024
The hype for this place was crazy compared to the food.  It was just average.  Could have spent 186.00 for a better meal somewhere else.,3,3,4,5,October 30 2024
Beautiful Clean and delicious . this is not talked about as much as it should be. You won't be disappointed.,5,5,5,5,October 30 2024
I guessed the price mostly want to the seafood.  But my husband and I are persons who won't consume lots of seafood just because it's expensive. And according to my husband. the seafood was not very fresh. What attracted me to a buffet is the chance to try cuisines in different countries. and Bacchanal Buffet satisfied that expectation to some degree. but not impressively. Overall it's an OK experience. but I don't it worth the price.,3,3,5,4,October 30 2024
Always a great place that is why we always return,5,5,5,5,October 30 2024
Very overrated and nothing like I expected the food to be. I have heard this is the best buffet on the strip. but the food wasn’t even ‘just fine’. or even passable. it was actively BAD,1,1,4,3,October 30 2024
Loved it. A great value for the money. So many options to choose form.,5,5,5,5,October 29 2024
Used to be my favorite place to eat in Vegas but the manager was completely unprofessional and rude.,1,1,1,1,October 29 2024
We visited the buffet with our 7 year old daughter from the UK and we had the best time ever! We have never been to an outstanding buffet like this and we have travelled a lot. Roger our server was fantastic and kept our drinks topped up. The quality and presentation of the food was fantastic. we will definitely go again when we come to Vegas!,5,5,5,5,October 29 2024
It wasn't as good as last time we were there The shrimp was tasteless other food so so If you've never been there give it try Better bring extra money it's not cheap,3,3,2,4,October 29 2024
Not worth the price. Prime rib was cold. Felt rushed with only 90 minutes. U spend most of your time waiting in line to get food or make the rounds to see what’s available. Then u have to rush to finish in your time limit.,3,3,4,3,October 29 2024
Everything was simply AMAZING‼️🥰 I would recommend to EVERYONE,5,5,5,5,October 29 2024
I first went to the buffet as a solo traveler in 2014. Returning 10 years later with my travel club was such a highlight. It's well worth the price. especially considering how much you would pay for a typical lunch or dinner in Vegas. We dined on a Monday. which was the Crab buffet. YUM!,5,5,5,5,October 28 2024
they had welks. saffron lobster and my favorite. Crabs!!!,5,5,5,5,October 28 2024
We were put on the waitlist and that moved fairly quickly. The staff and service was good and pleasant. but the food was subpar. Food that was supposed to be hot was cold for the price quality was low and underwhelming I would have rather gone somewhere else. ￼,1,1,4,2,October 28 2024
The food was mediocre and at a low level. Very sweet or too salty. Many dishes were inedible. The price per person was way too high for this service. Also that you can stay for a maximum of 90 minutes is unbelievable at a brunch for 90 dollars per person. You also get only once cutlery for different dishes and also only filter coffee. It's under the grain!,1,1,1,1,October 28 2024
Server very helpful and friendly.  The buffet is laid out weird. very confusing,2,2,4,2,October 28 2024
The queue to be seated was huge. when we were seated we had to ask 3 times if we could order some drinks. Food was good but not amazing.,2,4,1,2,October 28 2024
we dined in for my mom's birthday and it was amazing! food was good. service was good. everything was good! thank you sue for amazing service :),5,5,5,5,October 28 2024
We ate dinner at the Bacchanal Buffet at Caesars Palace on a Sunday evening. The food is outstanding! There are so many different food stations. and everything was super fresh and tasty. Given that this is a Caesars property. I was surprised that there wasn’t an Italian station. but there were certainly enough other choices.  All in all. the food and service were fantastic. My only negative is the price.  The weekend dinner price per person is $87.99–quite steep for any kind 9f buffet. It’s a wonderful place to try for a once-in-a-while dining experience. or special occasion. but it’s not somewhere I could afford to go very frequently. Be sure to book a reservation in advance. as I don’t think they accept walk-ins. at least not on weekends.,4,5,5,5,October 27 2024
